RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
Nassau County,FL,Jacksonville,12,89,735,350000,350000,349000,339000,339000,334450,331957.5,331500,329500,335000,325000,319000,309900,299900,3.00E+05,299000,299000,289000,289000,295000,299000,295000,298500,293283.5,289000,279000,286500,265500,266000,284900,279000,245940,249900,265000,249000,259000,257990,259000,263990,265000,265000,259000,251995,247800,232990,240990,249990,249900,255000,265000,275000,274450,279500,279000,274900,255495,259000,258000,243995,250990,261900,264990,264900,262990,274900,258290,258095,264400,254990,269950,274900,274900,275995,315000,319000,320000,315000,302945,281432.5,284945,294000,304750,299000,312500,319900,315000,309990,314000,324950,313990,305990,301990,299900,3.00E+05,320000,318495,320990,325000,329500,329990,334900,330000,334900,338500,329900,325000,325000,329000,325000,325000,325000,325000,310000
Iberia Parish,LA,Lafayette,22,45,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174950,179000,177000,177450,154950,167000,169450,159750,144250,155250,149900,153500,154000,153750,153000,153000,152000,140000,154000,155000,154500,155000,158000,155000,155000,165500,165500,157650,167450,151500,144500,145000,151250,165000,163500,160000,161000,152450,141000,149250,155000,165000,139500,140000,139000,160000,160000,150000,155500,157300,163750,165000,160000,159000,154000,149600,149700,149700,152250,157500,155000,149900,150000,146000,145250,145000,141500,139750,139700,145000,142250,140000,149000,140000,140000,139900,135000,135000,129900,139000,135000,140000,147000,146500
Monroe County,FL,Key West,12,87,737,639900,615250,6.00E+05,599000,595000,575000,569000,567550,559000,549000,550000,549000,545000,548900,549000,545000,539250,528500,499000,498523,495000,480000,489000,488950,494000,475000,489000,479000,479000,475000,459000,475000,495000,475000,475000,479000,499000,499000,499000,510000,549000,549000,539000,525000,525000,499000,499000,499000,506500,513000,5.00E+05,499999.5,519000,524999.5,509000,524000,525000,525000,539000,550000,550000,551200,582500,595000,589000,589000,595000,595000,595000,599000,599000,625000,649000,649000,629900,625000,639000,627000,639999.5,639000,639000,650000,649900,655000,665000,650000,649000,650000,650000,675000,679000,669000,675000,675000,699000,699000,709000,729250,699000,699900,699450,699000,699000,699000,699000,699000,699000,729000,719000,719000,699000,722350,725000
Wagoner County,OK,Tulsa,40,145,738,164900,159900,159999.5,162000,164900,163700,160000,159900,159900,160000,164000,163700,162000,161000,160000,162500,165900,162500,160000,159900,154900,150000,149900,149900,149000,149900,149900,145000,147900,148900,149900,150000,149936,148000,149500,148490,147831,149000,150000,154900,156950,157875,155000,155000,158812.5,156900,155000,154900,150781.5,152890,154900,158900,159950,159900,160000,159900,163490,164900,164500,164200,165000,162700,163900,156875,159900,161000,160990,160800,166500,164900,161000,162000,161245,162950,165000,166102,165000,169900,175000,175000,174900,170000,170990,177500,169900,170495,175177,179250,175000,175000,181593,179900,180000,179900,183318,189000,189975,189900,189000,188962,189000,190000,189900,185000,185000,185900,184900,184500,185000,187000,187024.5,191450,189900
Grays Harbor County,WA,Aberdeen,53,27,739,162000,159900,162000,164900,164950,164000,159000,159250,159700,155000,149900,149500,149250,146000,146000,147750,149900,150000,159000,159600,159000,149250,143900,135000,139500,135000,139000,139974.5,145000,149900,150000,147000,145000,139900,135950,137500,138000,136000,135000,139000,142750,143500,147500,144700,149000,144950,140000,139900,139000,139900,140000,145900,149900,154247.5,151000,151000,149900,149900,149000,145000,144900,149000,149900,154500,153900,155000,149900,152900,149900,151900,149900,149900,149000,149900,146900,144900,149900,149900,152950,159000,155900,160900,165000,161000,159900,155000,160000,167000,169900,172900,173950,175000,177900,179900,179900,179900,181995,188450,189900,195000,195000,199500,199500,199900,199900,199900,197000,194900,194900,194950,199900,209000,209000
Chelan County,WA,Wenatchee,53,7,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237500,230000,223950,225000,229000,201500,195000,179500,190000,205000,213000,219000,212450,219000,219000,220950,222000,224900,219000,227250,229000,240000,248950,249995,255900,259900,256900,249000,250000,249900,249900,244000,225000,235000,252450,265450,267500,275000,279000,275000,264950,268000,259900,267000,269000,268950,279000,289000,287000,285000,289900,289900,279900,269500,259900,254500,259900,260000,267000,285400,299222,265000,279900,289900,298900,312200,289900,285000,295000,309900,299900,315000,339500,349000,354500,350000,349000,348950,340000,337000,340000,349000,349000,359900
Putnam County,TN,Cookeville,47,141,741,164900,159900,159900,159900,164259,164700,160000,159900,159900,159900,159900,159900,158950,149900,154900,152900,154950,152900,150000,150000,149900,149450,149000,149450,144900,142900,149900,148400,149900,149900,149900,149900,143000,148000,142900,140000,147900,142000,149000,144000,149000,149900,155000,159900,152900,154450,154450,155950,159900,159900,152900,159250,159900,159900,159900,161000,168200,162500,164900,163900,159900,159900,162950,169900,175000,184900,179900,182800,179900,179900,179900,184900,183449.5,179950,189900,199900,2.00E+05,199900,197250,204900,209929,199949.5,2.00E+05,205500,204500,2.00E+05,199999.5,205000,186500,185000,189900,185000,199888,205000,199900,184900,189900,198000,205000,210000,199900,209900,219450,219900,212450,205000,214900,214900,209450,209950,205950,231000,229900
Yuba County,CA,Yuba City,6,115,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231500,242450,239000,239925,247000,244888,255000,244995,239888,229000,233950,239500,234950,252000,253000,254900,252990,250000,252990,250000,257000,255000,259900,269000,269000,269250,269000,269000,269500,265000,264949.5,265000,265000,269700,274900,279000,282000,289990,289900,289900,292900,289950,285861.5,288850,285000,279900,279950,289900,280000,288995,295000,299000,299000,3.00E+05,303000,299700,295000,299900,290000,289900,301450,315000,310000
Aroostook County,ME,,23,3,743,135000,129900,132950,133900,132000,134900,133900,132000,129000,124900,125000,125000,124900,125000,129900,129000,129900,129900,129500,124900,119950,119900,119900,119900,119500,115000,110000,109900,112900,119000,119000,119900,119950,119900,118250,119000,110000,112000,119000,119000,119000,115000,114997.5,114700,114000,112900,107000,109250,109500,109900,110000,115000,118900,118900,117000,115900,115450,109900,114900,109000,109000,109900,115000,114900,109900,105000,109450,109000,103500,1.00E+05,104900,99900,104900,99900,100250,105000,105000,108000,109000,109000,105000,108750,109000,108200,99925,104328,107700,105000,115000,115000,115000,112700,110000,1.00E+05,102450,109950,110000,112000,115000,115000,115000,115000,115000,110450,109900,109000,108750,106090,99999.5,99999.5,99949.5,1.00E+05,109900
Apache County,AZ,,4,1,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,165000,165000,170000,169000,169950,169625,165000,169762.5,170700,162450,154000,166500,168000,185000,185000,199800,189000,189000,190950,199000,182000,179900,179900,199000,2.00E+05,217750,219500,214000,219500,212000,217000,217000,217500,211000,199900,193800,199000,207350,220000,224950,234500,218000,223250,231900,233500,233000,225000,225000,239000,259900
McKinley County,NM,Gallup,35,31,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000,155000,159900,159900,159900,159900,159900,159850,154900,150000,153000,154000,159800,159300,157900,152450,155450,155000,152200,157000,172450,166500,168000,170500,173000,163700,159900,164850,158500,149000,149900,149950,149900,149900,149900,149900,154900,159500,154000,148250,153450,153450,154750,152900,149000,146750,149900,148000,148750,150000,149500,148750,142500,142000,144500,141750,145000,163500,163500,164000,160000,152000,150000,150000,154000,159950,159900,149000,139250,140000,148942.5,139950,145000,143043,142500,145000,138000,137800,138000,135000,139500,139900,139700
Clallam County,WA,Port Angeles,53,9,746,278000,272500,276000,275000,279000,279000,278000,260000,259000,255000,259000,249900,249000,249000,249700,255000,262500,259450,250000,258250,249700,246450,235000,234950,229925,229000,229900,219999,228900,230000,235000,239000,235000,239000,244000,240000,243000,247000,249900,246500,248950,245000,249900,250000,259000,254999,249900,250000,254000,250000,250000,259900,265000,259900,259250,255000,259000,249000,249000,245000,243000,238000,239000,249000,249900,245000,239000,249000,239900,259000,257000,249000,249925,249900,239000,235000,265000,239900,249000,259900,249000,259950,269000,289000,294450,287950,299000,308000,319949.5,319450,3.00E+05,299900,299250,299700,3.00E+05,302500,275000,299000,310000,315000,328950,330000,339000,334950,339000,330950,325000,317250,322950,321900,344700,359000,360000
Franklin County,MA,Greenfield Town,25,11,747,225000,225000,224900,229000,228000,229000,229000,225000,224900,219900,219900,219000,219000,219000,219000,219000,220000,220000,219900,219900,219900,219000,214850,2.00E+05,199000,196500,204500,217500,225000,224900,224949.5,219950,219900,219900,219900,219000,212000,211000,214900,219900,229900,229900,229900,225000,228500,223700,224900,209900,209900,219000,225000,229000,234400,234900,229500,225000,227000,229250,229000,229000,225000,219900,219888,220000,225000,224700,229900,238950,234900,232450,229900,229900,229900,227000,229925,235000,239900,239900,239000,234900,225000,229900,229000,225000,225000,219949.5,234900,239900,239900,237950,239000,229900,229250,225000,219900,219900,219500,214950,219694,229250,234900,239000,239900,239000,239000,239450,239950,229999.5,239000,229950,234900,239000,249000
Riley County,KS,Manhattan,20,161,748,178950,169900,179700,182000,179900,179500,174700,169900,167500,167750,164900,163250,162000,162000,162500,164900,174500,176500,172500,184900,175000,174900,192500,182000,179250,179500,179995,184000,183450,182900,187500,189900,182200,187500,185000,187500,179900,196500,193400,189900,185900,178900,169900,188900,174500,175000,188950,189000,205000,204900,210800,209900,204700,191900,186500,189950,186900,187900,187950,182250,190000,195000,198000,205000,208950,205500,203249.5,199000,199000,199500,199900,199700,199900,209500,214995,209950,215000,212500,208450,204950,199700,2.00E+05,206900,208750,206500,209450,218250,211500,215000,214990,215000,210000,210000,205000,199800,189995,185450,189900,199350,205000,199000,199800,198250,189900,196950,196250,195000,195000,195000,2.00E+05,2.00E+05,202000,199900
De Kalb County,AL,Fort Payne,1,49,749,159900,157250,149900,139900,139900,139900,144500,144500,140000,139500,134950,132900,129947.5,129997.5,129997.5,130250,139450,138250,130000,132350,135900,129000,129000,128800,129000,129900,130000,138000,129900,129900,129900,127400,135000,135000,130950,134900,133900,132500,129900,128500,125000,129250,129900,130000,135000,147750,147000,145700,149900,149900,149900,144900,144900,144500,142200,135000,139000,139900,140950,144900,144900,140000,139900,145000,149900,149900,152900,149900,149450,153900,152900,151450,149900,148950,148000,148900,139900,148900,142000,148950,144900,139900,139900,138000,144900,145000,148900,149900,150000,149950,149950,149700,150000,149900,149900,158000,149000,149900,149900,154000,156200,154850,149900,149900,159000,159900,155000,158500,158700,149900,156900,167950,167795.5
Muskogee County,OK,Muskogee,40,101,750,81000,79950,77000,88450,89125,94500,95000,98500,98500,104450,1.00E+05,89900,86900,87000,85000,84900,89950,94500,99000,95000,89900,85000,88500,89000,85000,89900,87500,89900,99500,96750,94950,103000,107500,102000,94500,93500,97145,105000,1.00E+05,99900,99900,103750,99500,95000,98200,95500,99900,99900,99700,98500,104900,103450,98650,96500,95000,99500,97500,97500,107000,105000,105125,105250,101000,107000,108000,109900,110000,115000,119700,119500,117000,114900,110000,103950,108200,99900,99950,93500,94900,94700,95000,95000,95000,99000,112093.5,114500,105900,110250,112500,110500,114900,115000,115000,111950,114900,114950,110750,104450,109900,112500,114900,110000,114900,114000,114900,108000,110000,110000,108900,101950,115000,112900,115000
Shiawassee County,MI,Owosso,26,155,751,100950,108900,109822,109903,1.00E+05,104900,99900,99000,99450,94900,93900,89900,89500,85000,88500,81400,80000,87500,89900,92650,89900,87200,80000,74900,74900,70000,74900,74900,79900,83000,85000,84750,84950,79900,79900,79900,84900,86250,82900,84700,84900,89900,89900,89900,88950,88950,84900,89000,84900,80000,89500,99900,99450,99000,92000,94950,98450,92500,89000,80950,79750,79900,75000,74900,79900,92900,95000,93700,94900,89250,86000,84900,85000,95450,99900,99900,107249.5,104000,99900,99900,91000,92000,89000,84900,89000,89900,94900,105000,119900,122400,122400,119875,114900,108400,109900,104900,104865,99000,108950,114900,117000,116900,120900,119900,119900,119900,119900,114900,115000,119450,119900,124900,125500
Belmont County,OH,Wheeling,39,13,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148725,141450,139000,143925,138100,149000,149900,157800,149900,159900,148325,142654.5,144550,139900
Isabella County,MI,Mount Pleasant,26,73,753,139000,139000,139900,135000,139450,138250,139000,130000,129900,129900,129000,124900,119900,122900,120000,121900,125000,125000,125000,126000,129450,128500,125000,125000,125000,125000,123000,115000,119900,119900,120000,119450,114900,110000,110450,112200,119900,119950,123450,124900,124900,118950,119000,118000,119000,119900,119000,121450,119900,124950,125000,129450,131000,130000,130000,129900,130000,129900,125000,124900,124900,129900,129900,130000,130000,129900,130000,133250,131750,129900,127000,125000,124900,128000,129900,134949.5,135900,135950,134990,135900,133250,134900,130950,129900,129900,135000,139000,142900,139000,139900,142000,143950,139000,137000,137000,135000,137500,135000,147885,139900,147732,147442,149000,145000,142900,139950,139900,139900,138000,135000,138000,145000,145000
Bulloch County,GA,Statesboro,13,31,754,154900,151450,154900,155900,155950,156000,157000,155800,154900,149943.5,149900,149750,149000,148950,147949.5,149000,148450,149000,149000,149900,149900,149000,147749.5,146500,144000,144000,142900,142500,139900,139900,139949.5,137900,139900,139900,139900,142499.5,144999,139947.5,139950,143000,142000,140000,144000,139900,139900,139900,139900,139500,139900,139900,139900,140000,139900,139900,137950,138800,139000,140000,139900,139900,139900,139900,139900,139900,144900,144900,143000,145000,142350,140450,141500,144900,141900,145900,149000,149900,159000,157700,159000,159900,159900,163000,162700,159999,162950,159900,159900,162900,159900,159900,159900,164949.5,167900,164400,159900,158950,159900,152000,152800,149880,159900,159900,159900,159900,160000,159900,162500,169900,170450,169900,174000,178500,177950
Grant County,IN,Marion,18,53,755,65900,65500,65700,65000,64900,64900,59900,65900,64950,65450,65000,65000,64900,64950,61200,64900,73500,71900,77900,74900,79900,75000,72900,69000,68200,67900,72900,72900,79500,79900,79900,79900,82400,79900,79900,82000,74900,79900,79900,84900,82900,82900,79900,79500,74400,72500,71000,69900,69900,70400,70900,73900,75000,75000,84700,85750,82400,79900,79900,79900,83700,84900,86700,88450,88450,89900,89900,84900,84500,82500,84100,82000,79700,79900,77700,79900,85000,88500,85750,84950,82900,85000,79900,79900,79900,81000,79900,82000,84900,78950,79900,75900,74900,74950,69900,74950,79000,76700,74900,75500,75000,82000,79900,79900,79900,79900,79900,79900,76500,74950,74900,84500,84500
Portage County,WI,Stevens Point,55,97,756,165000,164900,164900,164900,164900,165000,165000,164900,159900,159900,163700,161750,160000,163500,154900,158900,159900,159900,159900,159900,155000,154900,150000,149900,144900,139900,139900,139200,139900,144900,144500,139900,139900,138950,139900,139900,139900,139900,139900,139900,144900,147900,145000,145000,146000,145500,139900,139900,139900,142900,143950,145000,149000,154900,151900,149900,149950,154900,159900,159900,159900,159450,164900,166900,159900,166900,169900,169900,169000,167700,172000,169900,164900,164900,165000,169900,184500,179900,179900,179900,175400,173400,165900,159900,159900,164900,169900,179900,199000,194900,196550,198500,192900,189900,184900,184900,185900,190450,197900,212500,189900,196400,194900,199000,199900,189900,182499.5,179900,179900,179900,194000,203300,214900
Hancock County,IN,Indianapolis-Carmel-Anderson,18,59,757,159900,154999.5,152700,152700,149900,149900,148900,149900,148900,146945,144900,144900,142900,142898.5,144900,144900,144900,144900,144000,144900,144900,146650,145000,142900,143900,146400,147995,144950,142990,149700,149900,149900,149900,149375,148995,149500,149750,149900,149900,151990,151995,155000,155900,154900,153990,149900,155450,149900,149900,149900,157990,157745,159900,165000,169900,168435,167500,165000,164900,164900,160990,165500,167900,165495,167990,164900,164995,168500,165000,164900,163244.5,163990,165900,165000,164900,179995,183900,184900,189900,187950,187950,184945,185000,179900,179900,178620,189900,193445,196995,194900,2.00E+05,199900,203000,209000,210000,210990,212990,207500,205495,207900,209990,214000,219000,224945,224999,227500,220200,225000,228000,229900,229900,229800,234950
Creek County,OK,Tulsa,40,37,758,122900,125000,129313,129900,134900,135000,129900,127950,129900,129900,129000,124900,124571,124900,125000,124900,124500,126400,125000,125000,121450,125000,120000,119700,119900,125500,127143,119950,119950,129900,125532,129947.5,130000,130450,135414,132788,133006,132006,129086,135000,133265,138378,138256,135500,135000,139900,139158,141924,135500,139224,137726,139158,135450,129900,132500,132000,134900,129900,127500,128627.5,130500,129250,128755,125000,132445,134250,129900,129900,130792.5,135000,137000,134000,135900,139000,136500,137000,129700,129950,130000,126250,120000,119900,125000,125000,125500,133700,130500,129000,130000,136500,130500,139500,137000,139250,136350,140000,139950,139950,140000,147550,154700,150000,144500,148000,149000,150000,148500,148000,145000,144500,148000,159500,159700
Jefferson County,OH,Weirton-Steubenville,39,81,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,90950,89900,89450,82700,81400,85000,89000,88000,87950,87950,88500,86900,86500,84900,82000,79900,79900,79900,78000,72900,74900,75000,78500,74900,77950,77900,76900,77900,75250,75000,74900,75000,77000,79900,84900,85000,84700,84500,80450,84400,82700,84900,84950,85000,85000,84900,84900,85700,85350,87500,89000,87900,89000,87450,87000,80000,79900,88500,92444,94500
Greenwood County,SC,Greenwood,45,47,760,139900,139900,139900,139900,137900,139900,149000,134900,135000,139900,139700,135750,132900,127700,129900,139900,142500,139900,139900,140000,139900,139900,139900,137500,129900,125000,130025,139900,139900,135450,139900,148950,142450,139900,137500,127000,125900,129900,129900,132950,139900,137900,139900,134950,134900,133900,129900,129000,129900,133700,131900,134900,134900,134900,134900,134900,132700,132500,137000,139000,139900,139900,135000,134950,139900,139900,140000,146500,139900,137500,130499.5,133450,129900,132000,139900,144900,149250,149250,149500,155800,158850,157900,147750,142900,135900,139900,142900,149000,154900,149900,149900,159600,149949.5,154000,148450,129900,123800,129900,129900,129900,134250,126450,125000,125000,124000,119900,118500,112320,112900,119901,126250,127950,134700
Pottawatomie County,OK,Shawnee,40,125,761,112000,114999,121400,117700,116250,117500,117500,119950,124900,118000,129500,115499.5,110000,110000,109450,109500,118900,115750,116000,115000,115000,109900,115000,115000,117500,109500,110000,112000,115000,115000,115000,116000,120000,109450,109900,109900,106950,108000,110000,119250,119000,119900,119900,119000,109450,107950,107900,108000,102000,103750,116200,115000,115000,115000,110000,112750,109950,105000,104950,107500,104500,104500,110000,115700,119500,120000,120000,124900,124000,125000,125000,125000,119500,119500,129950,127250,136900,134900,134900,137900,135000,137500,139000,139900,139900,144400,139000,139000,134250,137200,140995,148200,146000,147100,145900,143950,148050,149900,159900,150000,155000,151700,150000,147500,147500,155900,155950,149925,145900,150000,154500,150000,154500
Barrow County,GA,Atlanta-Sandy Springs-Roswell,13,13,762,139900,136450,135000,135000,135500,129994.5,129900,129900,124985,122950,120000,118900,115000,110000,109900,99900,99900,99000,98000,99900,99900,99000,98000,93400,86950,88950,93450,93450,93250,105000,94900,95950,99900,99900,103700,1.00E+05,103700,109900,110450,110000,119000,119900,125000,128900,133700,134900,129900,129900,129950,129900,137500,141900,144450,145900,149000,146900,148900,149900,147900,149250,146950,149900,146900,147950,149900,152950,155000,159450,163900,164900,164999.5,167400,169900,164900,161950,164900,168937.5,169000,169900,169000,169900,169900,174900,175000,179900,179900,178900,179900,179900,184900,184900,187900,186400,187900,187900,190449.5,194950,192900,195900,199900,2.00E+05,204840,208920,210020,210500,210000,213370,215217.5,212500,219645,219900,215000,223500
Wilkes County,NC,North Wilkesboro,37,193,763,179900,179900,174000,174500,174500,176200,171400,168700,164900,168600,169050,168400,168400,179900,170000,164900,174900,179000,169900,169900,174900,174900,179900,179000,169900,169900,169900,159900,159900,159900,159000,164900,164900,168000,155000,149900,149900,143950,149900,159000,159900,165000,169900,165000,165000,167000,162000,162000,159000,152500,159900,160000,169900,169450,172250,176800,169900,169900,169900,169900,165000,169900,169900,174900,174000,174900,177000,179900,179450,175000,179900,179900,173250,170500,179900,189000,179900,179949.5,189000,185000,183750,179900,177000,169900,177000,179900,185000,189900,189900,195900,188450,187700,189500,189900,189900,194450,189900,189500,189500,186700,189900,189500,189900,189999.5,199000,189900,196950,189900,189900,189950,179900,189900,194950
Harrison County,WV,Clarksburg,54,33,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,156000,164900,159900,149900,149900,154000,140000,134500,129000,144900,138500,144950,144900,149450,152600,150000,144950,154900,148500,149900,150500,149950,155000,165000,174950,169900,164900,158700,159900,159900,159000,157950,157000,164000,155000,157950,154950,155000,159000,157000,149500,139450,145000,139000,129900,129950,139000,139000,137500,140000,135000,149900,147900,149900,149000,145000,145000,145950,145000,149500,164950,165000,167500,164000,159900,161000,169450,159700,160000,165200,169500,175000,162450,159000
Armstrong County,PA,Pittsburgh,42,5,765,112200,124900,107000,118900,104950,103950,99900,92450,89900,95000,94900,89900,89900,91400,89900,79900,89450,89900,89900,94900,92500,94500,94500,89900,89900,89900,89900,89900,89900,99900,99900,99900,99000,94500,94000,89000,88900,84900,91000,95000,99000,97500,96000,95000,95000,1.00E+05,99900,99900,99900,95750,99900,115000,102450,108000,105500,1.00E+05,99900,89900,95000,95000,85000,84999.5,82900,85000,89900,88000,89900,94500,89949.5,94500,92500,89900,94900,99900,89900,89900,96400,94900,94950,94900,98500,94900,95000,94000,89900,88950,94000,99900,112900,104900,105000,105000,94950,89900,85500,87250,87500,89900,92177,99900,107900,109900,99900,1.00E+05,99900,90950,89999,90000,85269,84500,90750,95500,99900
Wayne County,IN,Richmond,18,177,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78550,79900,84900,79900,79900,79900,79900,79900,74900,74900,77900,79900,79900,79900,79900,79900,77700,78200,79900,77500,74900,69900,69900,69900,72500,84900,89900,92500,97400,95000,84950,84900,84900,81000,79900,82000,79900,79900,83200,89900,89900,87500,87500,89900,89900,89900,89900,89900,83500,83500,89500,89900,92500,91200,98000,94200,92200,82700,84900,85000,83500,87000,89900
Morgan County,IN,Indianapolis-Carmel-Anderson,18,109,767,164900,159500,158900,154984.5,154900,154900,154900,157900,150000,149900,149999,140000,134900,136200,139000,142400,148950,149900,149900,152700,154900,155000,151999,154450,147625,149000,149000,144900,146600,139949.5,139500,139900,139900,137950,134500,129900,129900,129900,135000,139000,139900,139900,139900,139000,138599,139900,138950,134610,129900,129900,134900,139900,144800,148000,149000,147900,149000,149000,140000,137900,139900,139450,142700,150000,154000,158200,155900,154700,149900,149900,145000,147000,149900,149900,159897,159900,159900,159900,159900,164900,161200,160000,161250,159900,157900,164950,164900,177450,179900,177000,175000,174900,189499,179900,169949.5,174900,175900,177950,174900,175000,179900,2.00E+05,205000,210000,210000,203450,194950,189900,199999.5,197500,199999.5,202450,204900
Greene County,TN,Greeneville,47,59,768,156843,154900,154900,149900,154950,154900,154900,149950,149900,150950,149900,149900,149900,144900,149900,144950,142450,139900,139900,139900,139900,139900,139000,139900,139900,139900,139900,142900,134900,135000,139900,134400,133900,134900,137900,137900,139900,134900,137950,139900,139900,140950,139900,139900,139500,135950,130000,129900,129900,129900,129900,134900,138500,139900,139900,139900,124900,123000,122900,122888.5,124900,120950,124900,125000,129900,129900,129900,129900,129000,139900,139900,139900,139900,139900,148900,144900,146450,148900,150000,152000,155000,149900,149900,142450,145950,149900,149900,151500,159700,154900,154950,155000,159900,162000,159900,164900,163450,164900,156900,164900,164900,167900,179900,172700,169900,172900,179900,169900,169900,164900,169900,175000,179900
Walker County,GA,Chattanooga,13,295,769,129900,131450,129900,129900,129000,123950,124000,119900,119900,119900,119500,116700,116250,119500,118900,117450,119000,119500,117950,118500,118950,118500,114900,114000,114900,110000,114999,118000,115000,119000,123000,122900,119000,118500,119700,114900,114900,119900,119950,119950,129900,129000,128450,124900,124900,123500,127500,124900,119900,115900,115000,115900,118950,122700,127500,129900,125000,124900,118000,119900,119900,127750,126250,128900,124900,129900,130400,129900,129900,124900,125000,124950,119950,119900,120000,125000,132450,134900,134900,129900,127400,123950,127900,127900,129900,139900,134900,139900,139775,139900,145000,149900,148950,149375,150950,150000,150000,143900,149900,143900,144950,155990,159900,157950,155447.5,149900,158975,149900,157777,159200,168645,173445,169900
Darlington County,SC,Florence,45,31,770,149000,149450,144900,142400,143000,144950,142950,145000,149450,145080,144900,144900,143416,144450,143416,143000,145080,145000,145080,148900,143366,145080,143832,139900,142625,129900,132500,129900,130500,133200,133900,140000,139000,134900,130000,125000,133900,131900,129900,124900,120000,124700,119950,124700,120000,127500,127000,124900,124900,127000,126600,129950,126600,130000,129900,125000,125000,125500,130000,127900,127950,129900,125000,128500,129000,124950,127000,129945,133000,136250,134900,139000,130500,130500,129450,130000,134900,129900,129950,129800,129600,129250,126500,120000,125000,136250,139900,139000,157000,164100,163200,159900,154900,139900,139500,139900,139450,140000,140000,139900,140000,137450,139950,135000,140000,134950,132900,129500,129950,129900,139250,149450,152750
Bedford County,VA,Lynchburg,51,19,771,289900,289700,289900,285000,281900,279950,279000,275800,275000,275800,279000,275405,274900,259900,274900,274700,274900,269950,274700,274900,269900,269900,259950,264900,261027.5,274250,269900,269473,259900,253950,249700,248750,239450,239000,239900,239900,239900,234900,234900,239500,239900,239650,239900,229950,235000,239900,239900,239900,259900,239000,245000,249900,249925,254625,254900,252450,250000,244800,239900,239000,244955.5,248200,249900,246150,250000,249950,254900,250000,254950,254950,249900,249950,259900,259900,259900,259400,259000,259900,264500,259450,250000,250000,259900,264500,257500,259900,269875,269000,269500,274900,282000,299900,299950,295000,294900,289900,284950,284950,279900,295900,299450,289950,289900,292425,289900,289900,289450,289900,289000,289000,289900,289900,289900
Lonoke County,AR,Little Rock-North Little Rock-Conway,5,85,772,145000,146324,149900,147500,145900,144500,143750,139000,137750,139900,139900,139500,138000,136950,139000,141900,139900,139999,139500,139900,139500,138000,132900,132900,127200,130000,137250,139900,139900,138000,139900,134000,128950,128950,140000,139900,140000,139900,140000,144000,139900,142900,142500,138500,138500,138000,137500,138250,131900,134900,134900,135000,133200,138200,139900,144900,140500,139900,139900,139900,140000,145000,145750,145900,149900,149500,148990,145900,141900,145000,140000,139900,139900,139900,144500,144500,147750,149950,149900,149900,149700,149900,149250,149950,145900,148700,145700,149000,149900,149900,149900,150000,152000,154540,158500,159900,159900,159900,154950,159000,159900,159900,158900,157330,155993.5,159900,155000,159900,159000,159000,164700,169900,169900
